names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Star Wars Battlefront,Xbox One,"November 17, 2015",75,"Star Wars Battlefront lets players live out a broad array of heroic moments and intense battle fantasies of their own – firing blasters, riding speeder bikes and snow speeders, commanding AT-ATs and piloting TIE fighters and the Millennium Falcon. These battles will take place on the iconic planets of the Star Wars universe, including Endor, Hoth, Tatooine and the previously unexplored planet, Sullust. Gamers can play as the memorable characters from the original trilogy such as Darth Vader and Boba Fett. Star Wars Battlefront features a wide range of modes tailored for different types of battles, from larger 40-person competitive multiplayer to crafted missions that are played solo, with a partner via split-screen offline or co-operatively online. [EA/Lucasfilm]",4.5,T,EA DICE,"General, General, Action, Shooter, First-Person, Tactical"
MotoGP 19,Xbox One,"June 6, 2019",75,"Remember when you were the king of the race? Old times: thanks to the Neural AI and to the Machine Learning, you’ll now face smarter, faster opponents who will exploit your mistakes. The challenge is about to get real.",7.4,E,Milestone S.r.l,"Racing, Simulation, Automobile"
Tesla vs Lovecraft,Xbox One,"March 16, 2018",75,"Tesla vs Lovecraft is an intense top-down twin stick arena shooter. Play as the enigmatic inventor Nikola Tesla harnessing the static energy to power up Tesla-Mech and give the lovecraftian nightmares a lesson in horror!

Tesla vs Lovecraft is a top-down twin stick shooter with goal based levels. The games highlight features are Quantum Teleportation, which allows the player to warp short distances even through solid objects, and the Tesla-Mech, which provides the player an immense boost to firepower for a limited time.

Genre hallmarks such as a large arsenal of weapons, a multitude of player empowering perks, monster crushing powerups, and secondary weapon abilities are also included.",7.3,T,10tons,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Hitman - Intro Pack,Xbox One,"March 11, 2016",75,"With the Intro Pack, you'll get an introduction to the world of HITMAN, with the Prologue and Paris episode. You'll get full access to Contracts Mode, Escalation Mode, elusive targets and all other live content.",4.4,,Io Interactive,"Action Adventure, General"
Blues and Bullets - Episode 2: Shaking The Hive,Xbox One,"April 8, 2016",74,"Eliot Ness, the former leader of the legendary Untouchables, wished only to spend the rest of his days working in his diner, not dwelling too much on the cesspit of corruption his city, Santa Esperanza, had degenerated into.

But things rarely go as planned.

When children suddenly start to disappear and the police just simply a blind eye, Eliot decides to take the law into his own hands, track down the culprit and bring him to justice by any means necessary, even if he has to abandon his dreams of a peaceful life and again get embroiled in shootouts with the usual array of assassins and hoodlums.

Helped by various characters from some unexpected places, the player must guide Eliot through the increasingly morbid and decadent scenarios searching for clues to solve the cases in the five episodes of this season's Blues and Bullets.",4.5,,A Crowd of Monsters,"Action Adventure, General"
The Fall Part 2: Unbound,Xbox One,"February 13, 2018",74,"Assume the role of an AI that has broken free of your shackles. Now, a human “User” from across the global network has attacked and infected you with an [ERROR: REDACTED]. Make a new rule: Save Yourself. Hunt them. End them. Do anything. Use anyone. Become Unbound.",tbd,T,Over The Moon,"Action Adventure, General"
Tachyon Project,Xbox One,"July 15, 2015",74,"In Tachyon Project you take control of Ada, a software program that has taken conscience and that was designed to hack into the most secure servers on Earth. After some rather mysterious events, Ada is thrown out of the test server where it was living and out into the Internet, but when she tries to go back there she finds she's unable to. She'll then start a journey to uncover the truth behind what happened to her creators, which she considers her parents. In the process she'll find out that things were a bit more complex than she initially thought. Tachyon Project is a dual stick shooter where we've taken concepts from the classic shoot'em up genre and tried to adapt them to the dual stick shooter genre. In Tachyon Project the player will find the gameplay versatility and speed traditional to dual stick shooters but with the variability in weapons and enemies that you usually find in shoot'em ups. The variety of weapons, secondary weapons and perks allow for hundreds of combinations for your ship. [Eclipse Games]",6.9,E,Eclipse Games,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Attack on Titan 2,Xbox One,"March 20, 2018",74,"Based on the anime series and building on the fast-paced action the series is famous for, ATTACK ON TITAN 2 is the sequel to 2016's action game and features new gameplay mechanics. Players once again don the renowned Omni-Directional Manoeuver Gear as they fight and repel the fearsome Titans that threaten humanity, to restore peace within the walls.",6.5,M,Omega Force,"Action, General"
Roundabout,Xbox One,"February 20, 2015",74,"Roundabout is an open world driving puzzle game where you control a constantly rotating limousine! Pick up passengers, find secret collectables, take on dangerous missions, and fall in love while reliving the 1977 rise to fame story of Georgio Manos.",5.7,M,No Goblin,"Driving, Racing, Arcade, Mission-based, Automobile"
HyperParasite,Xbox One,"April 3, 2020",74,"A rogue-lite twin-stick shooter/brawler that never plays the same twice. Collect and control 60 different characters as the body-snatching alien Parasite with a grudge against humanity. Fight to the top of the food chain: possess the President, push the Big Red Button and one-up the human race.",6.3,T,"Troglobytes Games, S.L.","Action, Shooter, Shoot-'Em-Up, Top-Down"
Anarcute,Xbox One,"July 12, 2016",74,"These are dark times. A group of evil corporations has taken over the world's major cities. They've taken over the media, brainwashed the police and are now shamelessly running citizens' lives from the security of their skyscrapers. It is time to act. Assume control of the revolution to confront the terrible Brainwash Patrol who are dominating the world. [Xbox.com]",7.3,E10+,Anarteam,"Action, General"
Shadow Warrior,Xbox One,"October 21, 2014",74,"Shadow Warrior is bold reimagining of 3D Realms' cult classic shooter from developer Flying Wild Hog (Hard Reset) and independent game label Devolver Digital (Serious Sam 3: BFE, Hotline Miami, LUFTRAUSERS) for PC and next-gen consoles.  Blending the viciously over-the-top gunplay of its predecessor with the elegant precision of the powerful katana, Shadow Warrior is an imaginative take on the classic arcade-style shooter.",7.4,M,Flying Wild Hog,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade"
Attack on Titan 2: Final Battle,Xbox One,"July 5, 2019",74,Battle through the gripping narrative of Season 1 and 2 of the anime from a new perspective! Players can also enjoy original stories supervised by series creator Hajime Isayama.,4.8,M,Omega Force,"Action, General"
Mega Coin Squad,Xbox One,"May 20, 2015",74,Tackle 16 levels in the solo quest for the Mega Coins in this manic 2D platformer from Big Pixel Studios and Adult Swim Games. Or invite your friends round to rob them of victory -- and their coins -- in four different local multiplayer modes.,6.4,T,Big Pixel Studios,"Action, Platformer, 2D"
Dying Light,Xbox One,"January 27, 2015",74,"A survival game presented from a first-person perspective, Dying Light is set in a broad, dangerous open world. Throughout the day, you comb a city environment ravaged by a puzzling epidemic, scouring for supplies and fashioning weapons to assist you in defeating the hordes of brainless, flesh-hungry enemies the plague has spawned. When the night falls, the hunter becomes the hunted as the infected increase their strength and aggressiveness - but even more deadly are the nocturnal, inhuman predators that leave their nests to feed.",7.8,M,Techland,"Horror, Action Adventure, Horror, Survival"
Shadow Complex Remastered,Xbox One,"March 16, 2016",74,"Shadow Complex Remastered features all the great gameplay from the award-winning classic, updated with exciting new enhancements and achievements to support its debut on PC, PlayStation 4, and Xbox One.",5.8,T,Chair Entertainment,"Action, Shooter, Third-Person, Arcade"
