names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Rad,PlayStation 4,"August 20, 2019",74,"RAD is a 3D action rogue-like set in a post-post-apocalyptic world, where humanity has faced armageddon not once, but twice.",6.6,T,Double Fine Productions,"Adventure, Action Adventure, General"
Stealth Inc 2: A Game of Clones,PlayStation 4,"April 7, 2015",74,"The ultimate hostile work environment. In Stealth Inc 2, you play the role of a clone escaping a sinister and high-tech testing facility. Stealth Inc 2 tests both your brain and your reflexes over 60 varied levels linked together in a sprawling overworld.",7.0,T,Curve Digital,"Action, Platformer, 2D"
Sniper Elite III: Ultimate Edition,PlayStation 4,"March 10, 2015",74,"This ultimate edition contains the acclaimed main thrilling game, as well as additional DLC content in one package. Includes THREE additional single player missions, SIX additional weapon packs with EIGHTEEN new weapons. Additionally the original game has now been expanded with bonus updates since launch to include 6 additional multiplayer maps, a Shooting Range mode, Capture The Flag mode and a brand new Co-Op Overwatch Mission.",6.8,M,Rebellion,"Action, Shooter, Third-Person, Tactical"
Neverwinter,PlayStation 4,"July 19, 2016",74,"Once a bustling location, Neverwinter has faced a great many disasters in the past hundred years. Rule of the city remains unclear following the unfortunate demise of the last Lord of Neverwinter and factions still battle for dominance after the all-consuming Spellplague took a high toll on the population. Even Neverwinter's dead are beginning to rise from their graves and march upon the city they once called home.",6.7,T,Cryptic Studios,"Role-Playing, Massively Multiplayer"
Masters of Anima,PlayStation 4,"April 10, 2018",74,"Immerse yourself in an original adventure and defy the forces of evil in strategic, action-packed battles. Summon and assume control of control grand armies of up to a thousand Guardians thanks to intuitive and innovative gameplay and make quick tactical decisions to prevail.",3.9,E10+,Passtech Games,"Strategy, Real-Time, MOBA"
Madden NFL 25,PlayStation 4,"November 12, 2013",74,"See every nuance of a player’s face, equipment, and clothing as the line blurs between the players in the game and their real-life counterparts. Up to 4x the texture resolution breathes new life into stadiums, crowds, the field, and even the ball itself. Combined with high-fidelity animations that deliver smooth, authentic-looking player interactions, Madden NFL 25 promises to deliver Next Definition visuals.

All-new Player Sense unlocks the human element in Madden NFL. For the first time, players scan the field, anticipate situations before they happen, and maneuver with instincts and awareness. The ability to make up to 50x as many contextual calculations brings intelligent ballcarriers and defenders to life, as they sense obstacles and react on the fly. Ballcarriers leap over fallen players, blitzing linebackers slide past teammates on their way to the QB, and so much more, combining the physical aspects of football with the mental.",5.2,E,EA Sports,"Sports, Traditional, Team, Football, Arcade, Arcade, Sim"
Omensight,PlayStation 4,"May 15, 2018",74,"Omensight is an action murder mystery. You are the Harbinger, a powerful mystical warrior. You have witnessed the destruction of the world. In order to prevent annihilation you are destined to repeat that fateful day and solve the murder of the Godless-Priestess, whose death precipitated the apocalypse.",7.0,T,Spearhead Games,"Adventure, 3D, First-Person"
I Am Setsuna,PlayStation 4,"July 19, 2016",74,"Inspired by Chrono Trigger, I am Setsuna is an homage to the JRPG masterpieces of yesteryear. Journey with Setsuna as she prepares to make the ultimate sacrifice and save the people of her land.",7.4,E10+,Tokyo RPG Factory,"Role-Playing, Japanese-Style"
Not a Hero,PlayStation 4,"February 2, 2016",74,"Not A Hero is a 2D, cover-based, side-scrolling shooter about a purple rabbit from the future.",6.4,M,roll7,"General, Action, Platformer, Shooter, 2D, Shoot-'Em-Up, Horizontal"
Nobunaga's Ambition: Sphere of Influence - Ascension,PlayStation 4,"October 25, 2016",74,"Experience the reality of officer life in the Warring States period, and watch with your own eyes the fighting that brought the end of an era.",7.1,T,Koei Tecmo Games,"Strategy, Turn-Based, General"
Mortal Kombat 11: Aftermath,PlayStation 4,"May 26, 2020",74,"Aftermath features a brand-new cinematic story centered around trust and deceit. Fire God Liu Kang, the new keeper of time and protector of Earthrealm, looks to secure the future he envisions. In order to do so, he is forced to enlist the help of some unlikely allies and familiar foes. Players will have to decide who they can trust and who they must defeat with fate on the line. Forge a new history. 

New Playable Fighters
Sheeva and Fujin triumphantly return, with special guest RoboCop making his debut in Mortal Kombat. Dead or Alive, they're coming with you!

Stage Fatalities
The Klassic finishing move is back! Use the world as your weapon, and watch as the environment engulfs, eviscerates and destroys your opponents. 

Friendships
You can dance if you want to. Friendly finishers are back for the entire roster. Kill them with Kindness as the ultimate troll move. 

New Stages
Kronika's Keep and Soul Chamber will be brand-new additions. Aftermath will also bring the klassic Dead Pool stage and RetroKade featuring favorites from MKI-III.",5.1,M,NetherRealm Studios,"Action, Fighting, 2D"
Ancestors Legacy,PlayStation 4,"August 13, 2019",74,"Ancestors Legacy is a squad-based real time strategy with a strong focus on tactics. Inspired by medieval European history, it brings to life four different nations and their conflicts, usually resolved by war. The game combines resource management and base building with large-scale, squad-based battles across vast battlefields.",7.2,M,Destructive Creations,"Strategy, Real-Time, General, Command"
Project Warlock,PlayStation 4,"June 9, 2020",74,"One man and his guns. Become a mysterious Warlock who embarks onto a dangerous mission to eradicate all evil. Put your finger on the trigger and travel through time and space to wreak havoc like in the golden days of fast paced, adrenaline-pumping first person shooters, hooking you for hours of super fun carnage. Let’s rock and roll! Explore 60 vast levels in five settings, from frozen Antarctic base to the sands of Egypt to the medieval castles’ courts and graveyards. Find keys to unlock passages, reveal secret caches with ammo and gold, use lifts and hidden buttons to access new areas. Finally descend to hell to face the ultimate challenge and emerge victorious. Combat tons of enemies from flying demons to five-storeys robots, splashing walls and floors with their blood and chunks. Dodge bullets and projectiles, figure out strategies and weapons that work best against each of the nasty villains. Learn their moves and stay one step ahead to survive through the levels. Face megabosses in vast final arenas to complete each world. Expand your arsenal with new weapons found along your way. From powerful blades to massive guns, collect and develop your favourite gear and master the craft of carnage. Reach into vast arsenal of 38 types of weapons and learn their secret tricks to deliver maximum damage, fast! Grab ammo and spit out series of bullets, walls of flames, and bursts of magic shots to bring down enemies foolish enough to stand in your way. Develop your hero the way you like, by assigning upgrade points and perks to the favourite skills between each level. Develop and upgrade spells and weapons to create your unique character through the game, and use their powers to master the game in higher difficulty modes.",4.2,,Buckshot Software,"Action, Shooter, First-Person, Arcade"
Super Stardust Ultra,PlayStation 4,"February 10, 2015",74,"Super Stardust Ultra features a host of new planets, visual enhancements, and includes nine game modes, including new modes and established favorites from the series and its add-on packs.",7.1,E,d3t Ltd,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Layers of Fear,PlayStation 4,"February 16, 2016",74,Layers of Fear is a psychedelic horror where you take control over an insane painter in his quest to finish his magnum opus.,7.4,M,Bloober Team,"Adventure, 3D, First-Person"
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PlayStation 4,"March 27, 2018",74,"Twin sisters Lydie and Suelle are also alchemists, living in Merveille, the capital of Kingdom of Adalet, and they intend to make their atelier the best atelier in the kingdom.",6.6,T,Gust,"Role-Playing, Japanese-Style"
